,Time,Count
12881,06:49:57,10
12882,15:36:51,4
12883,20:30:15,2
12884,03:58:57,4
12885,15:58:14,6
12886,15:58:15,8
12887,15:46:28,5
12888,04:45:26,10
12889,04:45:21,5
12890,04:45:20,3
12891,04:45:23,8
12892,15:58:13,11
12893,15:46:22,2
12894,03:58:51,3
12895,15:46:20,6
12896,09:34:01,11
12897,04:45:29,8
12898,15:58:19,8
12899,15:46:24,5
12900,15:46:25,9
12901,22:23:03,26
12902,22:23:02,8
12903,22:23:01,1
12904,22:23:00,2
12905,22:23:07,9
12906,15:36:56,7
12907,22:23:05,7
12908,22:23:04,8
12909,20:18:47,10
12910,06:11:18,6
12911,22:23:08,5
12912,23:02:49,9
12913,15:35:38,8
12914,03:03:34,10
12915,19:44:25,1
12916,22:50:18,8
12917,02:57:48,3
12918,02:57:49,8
12919,21:15:39,6
12920,02:57:42,9
12921,02:57:43,12
12922,12:02:32,2
12923,02:57:41,3
12924,02:57:46,4
12925,02:57:47,3
12926,02:57:44,12
12927,02:57:45,11
12928,23:12:22,10
12929,15:35:33,8
12930,07:33:58,24
12931,07:33:59,31
12932,03:56:17,1
12933,15:35:32,10
12934,07:33:52,35
12935,07:33:53,27
12936,07:33:50,43
12937,07:33:51,37
12938,07:33:56,11
12939,07:33:57,16
12940,07:33:54,4
12941,07:33:55,32
12942,09:54:48,8
12943,09:54:49,13
12944,09:54:44,5
12945,23:02:47,7
12946,09:54:46,17
12947,20:15:27,10
12948,09:54:40,5
12949,09:54:41,23
12950,23:12:23,4
12951,09:54:43,4
12952,23:26:45,10
12953,23:26:44,2
12954,23:26:47,3
12955,23:26:46,3
12956,23:26:41,4
12957,15:35:35,24
12958,22:14:58,8
12959,22:14:59,6
12960,22:14:56,8
12961,22:14:57,1
12962,22:14:54,10
12963,22:14:55,4
12964,23:26:49,9
12965,23:26:48,5
12966,22:14:51,5
12967,04:13:13,2
12968,22:43:02,8
12969,11:25:50,11
12970,11:25:51,21
12971,03:56:15,4
12972,11:25:53,3
12973,11:25:54,9
12974,11:25:55,12
12975,11:25:56,10
12976,11:25:57,8
12977,11:25:58,4
12978,11:25:59,7
12979,07:02:40,4
12980,14:39:39,3
12981,06:49:50,6
12982,21:04:42,7
12983,10:14:06,6
12984,04:34:43,6
12985,10:14:04,3
12986,10:14:05,25
12987,10:14:02,12
12988,05:47:49,10
12989,10:14:00,8
12990,10:14:01,9
12991,14:45:00,5
12992,05:47:45,18
12993,05:47:46,17
12994,14:45:03,4
12995,05:47:40,4
12996,05:47:41,8
12997,05:47:42,6
12998,05:47:43,13
12999,16:10:35,7
13000,16:10:34,12
13001,16:10:37,9
13002,16:10:36,9
13003,16:10:31,3
13004,16:10:30,1
13005,16:10:33,3
13006,16:10:32,5
13007,07:02:43,17
13008,18:50:02,9
13009,16:10:39,3
13010,16:10:38,16
13011,12:40:52,19
13012,18:50:03,6
13013,11:27:56,12
13014,11:27:57,13
13015,11:27:54,6
13016,11:27:55,15
13017,11:27:52,6
13018,18:50:00,9
13019,11:27:50,14
13020,11:27:51,10
13021,21:35:48,1
13022,01:44:12,2
13023,18:50:01,1
13024,11:27:58,7
13025,06:12:13,8
13026,21:41:26,17
13027,01:44:10,5
13028,08:43:29,24
13029,08:43:28,27
13030,08:43:27,11
13031,08:43:26,29
13032,08:43:25,24
13033,06:12:11,9
13034,08:43:23,23
13035,08:43:22,20
13036,08:43:21,39
13037,08:43:20,12
13038,09:32:04,7
13039,04:34:48,6
13040,09:32:05,4
13041,16:00:11,6
13042,08:13:16,10
13043,18:36:59,4
13044,12:58:05,8
13045,12:58:06,17
13046,20:30:28,4
13047,12:58:00,13
13048,18:20:36,7
13049,12:58:02,9
13050,12:58:03,6
13051,00:59:12,4
13052,12:58:08,4
13053,12:58:09,12
13054,05:25:48,10
13055,05:25:49,4
13056,06:26:35,6
13057,06:26:34,5
13058,06:26:33,1
13059,06:26:32,2
13060,04:50:29,14
13061,04:50:28,7
13062,04:50:27,5
13063,05:25:41,4
13064,05:25:42,14
13065,04:50:24,9
13066,04:50:23,4
13067,04:50:22,10
13068,04:50:21,4
13069,05:25:47,16
13070,21:41:24,3
13071,07:02:44,9
13072,18:14:18,5
13073,04:13:12,5
13074,08:49:07,8
13075,23:41:59,7
13076,02:04:32,7
13077,04:42:40,18
13078,13:53:16,7
13079,23:22:28,3
13080,05:23:40,9
13081,23:25:28,6
13082,21:41:25,2
13083,09:32:09,1
13084,21:07:11,4
13085,15:55:35,9
13086,23:25:29,9
13087,08:15:28,3
13088,08:15:29,12
13089,08:15:24,11
13090,17:15:38,20
13091,08:15:26,23
13092,08:15:27,3
13093,08:15:20,28
13094,08:15:21,10
13095,08:15:22,22
13096,08:15:23,25
13097,22:47:49,12
13098,21:33:01,7
13099,20:18:01,4
13100,20:18:00,4
13101,00:56:18,3
13102,20:13:54,9
13103,20:18:05,11
13104,05:32:38,6
13105,22:47:41,9
13106,22:47:40,11
13107,22:47:43,13
13108,18:30:32,10
13109,00:56:10,13
13110,00:56:11,5
13111,00:56:12,10
13112,18:30:36,6
13113,08:46:22,26
13114,23:25:22,6
13115,17:23:11,1
13116,10:07:30,17
13117,07:39:58,33
13118,07:39:59,16
13119,23:41:50,13
13120,07:39:54,23
13121,07:39:55,45
13122,07:39:56,24
13123,07:39:57,54
13124,07:39:50,41
13125,00:28:48,5
13126,07:39:52,29
13127,10:07:36,6
13128,09:38:44,1
13129,12:03:58,6
13130,23:41:52,7
13131,18:04:28,2
13132,10:07:35,9
13133,23:25:26,15
13134,10:07:34,3
13135,23:41:54,5
13136,21:33:09,8
13137,23:41:57,3
13138,05:32:30,7
13139,18:56:08,5
13140,23:41:56,11
13141,05:32:33,6
13142,00:23:32,3
13143,05:32:32,4
13144,09:02:00,11
13145,21:41:28,7
13146,15:10:16,3
13147,14:29:10,10
13148,15:55:36,9
13149,10:01:40,4
13150,18:56:04,6
13151,10:01:42,20
13152,10:01:43,7
13153,10:01:44,7
13154,10:01:45,6
13155,10:01:46,11
13156,10:01:47,7
13157,10:01:48,10
13158,11:12:13,5
13159,11:12:10,13
13160,11:12:11,2
13161,00:23:33,3
13162,18:56:06,6
13163,11:12:14,7
13164,11:12:15,11
13165,21:04:36,7
13166,21:04:37,6
13167,21:04:34,14
13168,14:43:09,7
13169,21:04:32,4
13170,21:04:33,8
13171,21:04:30,2
13172,09:11:08,12
13173,09:11:07,11
13174,18:56:00,14
13175,14:43:00,12
13176,14:48:57,11
13177,09:11:03,8
13178,14:48:51,11
13179,21:04:38,21
13180,21:04:39,8
13181,03:56:52,6
13182,04:36:47,3
13183,12:54:23,3
13184,22:27:46,5
13185,22:51:34,9
13186,06:27:05,7
13187,06:38:18,9
13188,15:55:30,10
13189,06:38:19,6
13190,07:21:04,8
13191,06:25:09,9
13192,01:55:13,3
13193,09:13:05,16
13194,09:13:04,7
13195,09:13:07,4
13196,21:10:16,3
13197,09:13:01,11
13198,09:13:00,5
13199,09:13:03,2
13200,09:13:02,16
13201,06:37:40,8
13202,09:13:08,24
13203,05:51:43,4
13204,14:36:06,5
13205,14:36:07,6
13206,14:36:04,16
13207,14:36:05,5
13208,14:36:02,15
13209,14:36:03,7
13210,14:36:00,9
13211,14:36:01,6
13212,14:04:17,3
13213,15:08:40,4
13214,14:36:08,5
13215,14:36:09,10
13216,11:39:19,6
13217,11:39:18,1
13218,00:54:10,7
13219,12:54:21,5
13220,14:53:11,2
13221,00:54:17,5
13222,00:54:14,8
13223,00:54:15,5
13224,11:39:11,15
13225,11:39:10,12
13226,11:39:13,6
13227,11:39:12,8
13228,11:39:15,4
13229,11:39:14,9
13230,11:39:17,11
13231,11:39:16,9
13232,20:01:38,7
13233,20:28:59,7
13234,00:32:29,6
13235,08:58:08,1
13236,07:15:11,2
13237,14:08:05,2
13238,05:54:16,10
13239,13:05:38,1
13240,13:05:39,7
13241,03:33:18,6
13242,20:57:39,3
13243,20:57:38,10
13244,20:57:37,2
13245,20:57:36,9
13246,13:05:30,7
13247,20:57:34,7
13248,13:05:36,7
13249,20:57:32,4
13250,20:57:31,22
13251,13:05:35,13
13252,21:43:24,3
13253,21:34:59,1
13254,20:17:00,3
13255,21:43:25,14
13256,20:17:01,5
13257,05:54:15,2
13258,21:48:34,6
13259,09:45:02,21
13260,09:45:03,16
13261,09:45:00,14
13262,08:56:39,19
13263,09:45:06,7
13264,19:28:01,9
13265,19:28:02,7
13266,09:45:05,18
13267,05:51:40,3
13268,21:43:20,2
13269,09:45:08,9
13270,09:45:09,3
13271,19:28:08,4
13272,19:28:09,12
13273,21:48:33,7
13274,01:06:32,8
13275,01:06:33,7
13276,01:06:30,7
13277,01:06:31,4
13278,01:06:36,8
13279,01:06:37,5
13280,01:06:34,7
13281,01:06:35,4
13282,01:06:38,3
13283,21:43:23,8
13284,14:56:46,6
13285,14:08:09,7
13286,05:51:47,11
13287,18:36:55,1
13288,01:01:14,3
13289,02:17:38,1
13290,20:17:09,8
13291,08:56:30,5
13292,01:26:41,2
13293,14:28:35,15
13294,01:26:43,7
13295,01:26:42,17
13296,01:26:45,6
13297,01:26:44,5
13298,01:26:47,3
13299,01:26:46,4
13300,01:26:49,10
13301,01:26:48,4
13302,04:22:47,3
13303,00:42:43,3
13304,08:56:37,28
13305,05:34:02,12
13306,05:34:03,12
13307,05:34:00,11
13308,05:34:01,8
13309,05:34:06,8
13310,08:56:34,20
13311,05:34:04,27
13312,05:34:05,7
13313,01:21:52,2
13314,05:34:08,10
13315,08:56:35,12
13316,01:44:58,1
13317,00:32:25,3
13318,15:36:43,9
13319,15:36:42,19
13320,03:28:58,12
13321,15:36:40,1
13322,15:36:47,4
13323,15:36:46,9
13324,15:36:45,17
13325,15:36:44,11
13326,03:28:52,11
13327,03:28:53,10
13328,15:36:49,6
13329,03:28:51,6
13330,03:28:56,2
13331,03:28:57,14
13332,03:28:54,10
13333,03:28:55,16
13334,05:51:45,3
13335,19:23:28,8
13336,11:18:18,15
13337,00:23:13,8
13338,11:18:14,4
13339,11:18:15,17
13340,11:18:16,7
13341,11:18:17,4
13342,11:18:10,3
13343,11:18:11,11
13344,11:18:12,12
13345,11:18:13,7
13346,18:01:48,8
13347,18:01:49,6
13348,12:17:15,7
13349,09:31:55,8
13350,18:01:40,6
13351,18:01:41,2
13352,18:01:42,14
13353,18:01:43,10
13354,15:41:34,2
13355,18:01:45,4
13356,18:01:46,4
13357,18:01:47,30
13358,00:28:55,15
13359,00:28:54,11
13360,00:28:57,13
13361,23:25:39,6
13362,00:28:50,6
13363,04:26:59,5
13364,00:28:52,13
13365,23:41:24,4
13366,23:41:25,7
13367,23:41:26,19
13368,23:41:27,8
13369,23:41:20,5
13370,04:26:52,4
13371,23:25:33,4
13372,23:41:23,5
13373,07:15:09,4
13374,07:15:08,11
13375,08:49:09,15
13376,22:27:26,4
13377,03:26:29,3
13378,07:15:01,9
13379,07:15:00,5
13380,07:15:03,9
13381,07:15:02,4
13382,07:15:05,6
13383,06:02:35,6
13384,07:15:07,13
13385,07:15:06,20
13386,14:27:40,3
13387,14:27:41,14
13388,14:27:42,10
13389,14:27:43,13
13390,14:27:44,10
13391,14:27:45,3
13392,14:27:46,15
13393,14:27:47,3
13394,14:27:48,4
13395,14:27:49,10
13396,17:11:32,2
13397,22:27:21,3
13398,05:06:38,5
13399,05:06:39,8
13400,05:06:36,15
13401,05:06:37,3
13402,05:06:34,4
13403,05:06:35,5
13404,05:06:32,1
13405,05:06:33,12
13406,05:06:30,7
13407,05:06:31,3
13408,03:17:34,6
13409,00:32:21,5
13410,17:11:31,2
13411,22:27:20,3
13412,17:29:35,8
13413,20:56:18,6
13414,17:23:14,4
13415,02:03:16,8
13416,09:31:59,13
13417,23:11:18,2
13418,17:05:37,7
13419,17:05:34,7
13420,17:05:35,7
13421,17:05:32,8
13422,17:05:33,7
13423,17:05:30,6
13424,17:05:31,8
13425,15:34:41,8
13426,23:11:11,7
13427,23:11:12,4
13428,15:34:42,9
13429,23:11:14,25
13430,15:34:44,12
13431,15:34:47,9
13432,17:05:39,9
13433,23:47:17,6
13434,17:33:49,3
13435,23:47:16,2
13436,23:58:26,5
13437,23:58:27,13
13438,23:58:24,10
13439,23:58:25,10
13440,23:58:22,13
13441,23:58:23,7
13442,23:58:20,5
13443,23:58:21,6
13444,21:26:49,3
13445,23:58:28,5
13446,23:58:29,9
13447,10:08:29,6
13448,17:52:33,9
13449,17:52:30,6
13450,17:52:31,1
13451,17:52:36,10
13452,17:52:37,33
13453,23:13:18,4
13454,17:52:35,6
13455,10:08:21,8
13456,23:13:17,6
13457,10:08:23,2
13458,17:52:39,11
13459,23:13:12,16
13460,23:13:13,3
13461,10:08:27,8
13462,10:08:26,17
13463,20:55:17,5
13464,20:55:16,8
13465,04:15:04,9
13466,04:15:05,6
13467,20:55:13,6
13468,20:55:12,5
13469,20:55:11,7
13470,04:15:01,6
13471,21:36:27,5
13472,04:15:08,11
13473,20:55:18,8
13474,02:03:11,5
13475,18:15:26,5
13476,05:04:05,6
13477,19:22:52,6
13478,02:40:23,3
13479,12:55:28,8
13480,23:26:52,4
13481,18:26:29,1
13482,18:26:28,5
13483,16:03:56,10
13484,18:26:25,5
13485,18:26:24,1
13486,18:26:27,13
13487,18:26:26,16
13488,18:26:21,8
13489,18:26:20,4
13490,18:26:23,6
13491,18:26:22,3
13492,03:32:19,5
13493,05:04:09,8
13494,09:22:31,2
13495,12:55:24,7
13496,03:32:11,10
13497,03:32:10,7
13498,03:32:13,4
13499,03:32:12,5
13500,03:32:15,8
13501,03:32:14,2
13502,03:32:17,7
13503,03:32:16,1
13504,17:04:29,4
13505,12:43:44,4
13506,12:55:26,16
13507,15:15:45,11
13508,15:07:21,1
13509,12:43:46,2
13510,12:55:20,6
13511,05:11:47,1
13512,18:15:24,5
13513,12:43:47,9
13514,01:08:49,8
13515,01:08:48,14
13516,21:35:43,14
13517,01:08:45,9
13518,01:08:44,1
13519,01:08:47,7
13520,12:55:22,8
13521,01:08:41,6
13522,01:08:40,11
13523,01:08:43,5
13524,01:08:42,9
13525,06:56:17,2
13526,12:43:42,3
13527,00:31:54,4
13528,13:47:44,2
13529,15:15:43,6
13530,18:47:46,3
13531,08:46:27,12
13532,11:59:00,3
13533,13:54:35,6
13534,13:54:36,11
13535,09:39:01,4
13536,16:32:38,11
13537,09:39:03,9
13538,13:54:37,4
13539,09:39:05,6
13540,09:39:04,10
13541,09:39:07,7
13542,09:39:06,8
13543,16:32:31,8
13544,15:15:48,3
13545,16:32:33,6
13546,16:32:32,5
13547,16:32:35,6
13548,16:32:34,17
13549,15:52:37,3
13550,16:32:36,9
13551,23:07:22,11
13552,23:07:23,5
13553,23:07:20,7
13554,06:08:45,7
13555,23:07:26,13
13556,06:08:43,11
13557,23:07:24,7
13558,06:08:41,5
13559,15:38:16,6
13560,15:38:17,5
13561,15:38:14,9
13562,23:07:29,7
13563,15:38:12,7
13564,15:38:13,2
13565,06:08:48,21
13566,06:08:49,12
13567,09:29:35,11
13568,09:29:34,3
13569,09:29:37,13
13570,09:29:36,9
13571,09:29:31,19
13572,09:29:30,6
13573,09:29:33,16
13574,09:29:32,7
13575,04:03:09,8
13576,09:29:39,10
13577,09:29:38,10
13578,15:03:34,7
13579,04:52:29,2
13580,07:54:15,23
13581,16:25:58,11
13582,01:56:40,8
13583,14:00:42,3
13584,00:12:22,1
13585,15:34:54,4
13586,00:42:46,5
13587,15:34:55,10
13588,11:40:28,29
13589,11:40:29,26
13590,00:20:31,8
13591,11:40:24,8
13592,11:40:25,45
13593,11:40:26,6
13594,11:40:27,17
13595,11:40:20,6
13596,11:40:21,1
13597,11:40:22,17
13598,11:40:23,19
13599,23:03:57,12
13600,23:03:56,3
13601,23:03:55,3
13602,23:03:54,5
13603,23:03:53,11
13604,23:03:52,3
13605,23:03:51,15
13606,23:03:50,4
13607,01:38:38,6
13608,23:03:59,10
13609,23:03:58,4
13610,03:57:10,6
13611,03:57:11,3
13612,03:57:12,5
13613,03:57:13,6
13614,17:04:23,6
13615,03:57:15,10
13616,03:57:16,2
13617,00:34:55,8
13618,03:57:18,3
13619,03:57:19,10
13620,01:38:35,6
13621,11:54:25,15
13622,00:34:57,7
13623,11:54:24,24
13624,00:34:50,6
13625,11:59:01,5
13626,11:54:27,7
13627,00:34:51,4
13628,11:04:52,6
13629,21:12:48,9
13630,21:12:49,5
13631,18:36:58,5
13632,21:12:44,6
13633,21:12:45,8
13634,21:12:46,3
13635,21:12:47,24
13636,13:47:42,12
13637,21:12:41,3
13638,21:12:42,2
13639,21:12:43,6
13640,09:06:58,5
13641,23:58:13,4
13642,03:55:14,4
13643,03:55:15,7
13644,03:55:12,7
13645,03:55:13,4
13646,03:55:10,3
13647,03:55:11,6
13648,09:06:50,7
13649,09:06:51,7
13650,09:06:52,19
13651,11:04:56,7
13652,09:06:54,5
13653,09:06:55,3
13654,09:06:56,12
13655,03:55:19,8
13656,17:21:23,14
13657,17:21:22,7
13658,17:21:21,8
13659,17:21:20,5
13660,17:21:27,11
13661,17:21:26,8
13662,17:21:25,5
13663,17:21:24,5
13664,17:21:29,18
13665,17:21:28,11
13666,14:51:01,10
13667,08:09:56,23
13668,17:00:43,6
13669,18:58:29,7
13670,10:33:18,5
13671,14:51:03,15
13672,16:29:59,5
13673,06:54:35,4
13674,17:41:19,5
13675,14:51:05,5
13676,05:45:06,3
13677,23:58:19,6
13678,06:54:33,15
13679,19:43:40,2
13680,23:58:18,2
13681,08:03:42,3
13682,06:54:30,7
13683,11:49:44,9
13684,06:54:31,8
13685,00:46:25,5
13686,22:58:19,6
13687,20:56:52,10
13688,02:12:08,9
13689,21:54:42,2
13690,05:21:40,3
13691,05:45:07,6
13692,00:36:56,5
13693,14:12:46,3
13694,08:09:50,16
13695,09:33:03,1
13696,09:33:02,4
13697,09:33:01,10
13698,07:10:38,14
13699,23:03:27,6
13700,09:33:06,3
13701,15:24:48,2
13702,09:33:04,22
13703,07:10:33,9
13704,07:10:32,7
13705,07:10:31,9
13706,09:33:08,10
13707,07:10:37,10
13708,07:10:36,11
13709,07:10:35,9
13710,07:10:34,15
13711,23:13:28,6
13712,08:23:29,25
13713,08:23:28,25
13714,08:23:25,11
13715,08:23:24,21
13716,08:23:27,19
13717,08:23:26,11
13718,08:23:21,6
13719,08:23:20,8
13720,08:23:23,29
13721,08:23:22,6
13722,18:49:12,4
13723,16:09:48,5
13724,16:09:49,9
13725,17:52:09,3
13726,16:09:42,7
13727,16:09:43,12
13728,16:09:40,4
13729,16:09:41,6
13730,16:09:46,5
13731,16:09:47,7
13732,16:09:44,13
13733,16:09:45,11
13734,23:13:23,2
13735,13:49:22,3
13736,23:13:22,16
13737,00:25:44,9
13738,17:52:05,9
13739,15:48:15,4
13740,21:21:33,7
13741,06:14:59,33
13742,21:21:31,11
13743,17:52:04,5
13744,21:21:37,7
13745,21:21:36,4
13746,21:21:35,17
13747,19:31:18,4
13748,06:14:50,12
13749,00:49:29,9
13750,06:14:52,5
13751,01:42:53,8
13752,01:42:54,10
13753,01:42:55,12
13754,01:42:56,3
13755,23:13:26,7
13756,17:52:01,2
13757,13:21:29,9
13758,13:21:28,8
13759,09:04:56,8
13760,09:04:57,3
13761,09:04:54,6
13762,09:04:55,14
13763,13:21:23,2
13764,13:21:22,13
13765,09:04:50,10
13766,09:04:51,8
13767,00:31:00,11
13768,20:24:46,4
13769,00:31:01,4
13770,00:46:21,6
13771,20:55:06,4
13772,19:31:11,6
13773,14:57:49,10
13774,21:29:12,10
13775,01:40:58,14
13776,19:31:10,3
13777,06:16:56,27
13778,01:40:57,13
13779,01:40:54,8
13780,06:16:55,23
13781,06:16:52,10
13782,14:57:46,8
13783,14:57:45,11
13784,06:16:51,10
13785,13:01:25,6
13786,22:10:00,10
13787,22:10:03,9
13788,03:47:52,5
13789,22:10:05,9
13790,22:10:04,9
13791,22:10:07,5
13792,23:50:56,4
13793,02:55:31,8
13794,02:55:30,3
13795,02:55:33,9
13796,00:36:55,1
13797,02:55:35,6
13798,23:50:55,10
13799,02:55:37,3
13800,02:55:36,6
13801,11:06:22,6
13802,21:29:19,5
13803,11:06:20,4
13804,05:42:00,8
13805,11:06:26,18
13806,19:31:17,10
13807,00:58:00,10
13808,14:11:01,5
13809,23:50:53,13
13810,11:06:28,3
13811,11:06:29,12
13812,15:24:49,3
13813,23:50:52,6
13814,14:55:41,7
13815,13:58:01,6
13816,14:55:43,4
13817,01:14:33,4
13818,14:55:45,9
13819,04:21:25,15
13820,14:55:47,5
13821,14:55:46,9
13822,14:55:49,2
13823,14:55:48,10
13824,14:41:32,10
13825,13:58:03,11
13826,12:03:28,1
13827,01:34:33,6
13828,01:34:32,4
13829,01:34:31,4
13830,01:34:30,11
13831,01:34:37,7
13832,01:34:36,6
13833,01:34:35,5
13834,01:34:34,11
13835,06:43:47,7
13836,01:34:39,16
13837,01:34:38,4
13838,09:59:36,1
13839,05:42:09,9
13840,22:13:27,5
13841,06:12:16,2
13842,16:41:26,11
13843,13:58:07,4
13844,12:13:58,11
13845,12:13:59,13
13846,12:13:56,6
13847,12:13:57,4
13848,12:13:54,11
13849,12:13:55,16
13850,12:13:52,11
13851,12:13:53,6
13852,12:13:50,6
13853,12:13:51,27
13854,16:40:03,3
13855,13:58:09,2
13856,00:58:02,9
13857,23:50:59,5
13858,16:27:39,12
13859,16:27:38,4
13860,16:27:37,8
13861,16:27:36,9
13862,16:27:35,3
13863,16:27:34,18
13864,16:27:33,16
13865,16:27:32,9
13866,16:27:31,3
13867,16:27:30,13
13868,20:43:50,11
13869,20:43:51,21
13870,20:43:52,10
13871,20:43:53,5
13872,20:43:54,6
13873,20:43:55,23
13874,11:02:51,4
13875,11:02:50,9
13876,20:43:58,5
13877,20:43:59,5
13878,04:44:07,11
13879,11:02:59,5
13880,11:02:58,3
13881,00:58:05,7
13882,06:40:06,18
13883,03:16:19,2
13884,03:16:18,15
13885,12:35:03,7
13886,04:44:09,1
13887,03:16:13,9
13888,03:16:12,18
13889,03:16:11,5
13890,03:16:10,12
13891,03:16:17,3
13892,03:16:16,8
13893,03:16:15,8
13894,03:16:14,9
13895,12:38:39,9
13896,06:40:05,10
13897,13:31:10,5
13898,00:58:04,1
13899,06:40:03,5
13900,13:32:18,4
13901,17:35:48,9
13902,17:35:49,8
13903,20:11:05,4
13904,17:35:44,8
13905,17:35:45,4
13906,17:35:46,3
13907,17:35:47,9
13908,17:35:40,5
13909,17:35:41,2
13910,17:35:42,4
13911,17:35:43,5
13912,09:57:49,4
13913,09:57:48,1
13914,01:44:52,9
13915,13:31:17,7
13916,05:21:42,7
13917,08:09:36,6
13918,09:57:41,10
13919,09:57:40,5
13920,09:57:43,10
13921,09:57:42,20
13922,09:57:45,16
13923,09:57:44,5
13924,09:57:47,16
13925,09:57:46,11
13926,14:06:17,8
13927,14:06:14,6
13928,14:06:15,9
13929,14:06:12,7
13930,20:11:02,10
13931,14:06:10,8
13932,14:06:11,5
13933,00:20:14,5
13934,20:11:03,8
13935,14:06:18,10
13936,14:06:19,5
13937,10:07:32,15
13938,16:28:29,5
13939,06:52:39,8
13940,01:31:50,9
13941,20:47:11,8
13942,06:52:34,8
13943,16:28:24,8
13944,16:28:27,6
13945,06:52:37,3
13946,06:52:30,8
13947,06:52:31,8
13948,06:52:32,11
13949,06:52:33,5
13950,06:37:44,9
13951,15:49:33,3
13952,07:40:37,30
13953,00:46:29,6
13954,20:47:14,7
13955,03:31:28,3
13956,06:37:46,6
13957,02:47:32,2
13958,13:31:15,6
13959,14:27:08,14
13960,05:44:48,27
13961,06:37:47,25
13962,00:14:53,12
13963,23:27:49,7
13964,05:44:41,9
13965,05:44:40,6
13966,05:44:43,8
13967,05:44:42,12
13968,05:44:45,4
13969,05:44:44,23
13970,05:44:47,9
13971,05:44:46,2
13972,20:47:18,4
13973,08:33:05,5
13974,20:14:29,6
13975,07:40:30,10
13976,20:47:19,1
13977,20:14:25,2
13978,20:14:24,16
13979,20:14:27,15
13980,20:14:26,18
13981,20:14:21,7
13982,20:14:20,3
13983,20:14:23,6
13984,20:14:22,5
13985,21:07:46,2
13986,01:31:56,2
13987,19:59:36,5
13988,19:37:19,5
13989,00:58:08,4
13990,21:07:47,9
13991,19:59:31,9
13992,08:33:01,16
13993,21:07:44,4
13994,19:59:30,5
13995,20:41:56,9
13996,20:41:57,5
13997,20:41:54,3
13998,20:41:55,6
13999,20:41:52,7
14000,18:04:19,8
14001,20:41:50,13
14002,20:41:51,8
14003,18:04:14,8
14004,21:07:42,4
14005,15:53:01,2
14006,18:04:17,6
14007,18:04:10,15
14008,00:26:20,3
14009,18:04:12,3
14010,21:07:43,21
14011,01:31:57,13
14012,02:08:48,13
14013,19:37:14,21
14014,08:47:10,19
14015,01:36:28,4
14016,01:36:29,6
14017,02:08:42,10
14018,01:36:27,6
14019,01:36:24,8
14020,02:08:41,6
14021,01:36:22,5
14022,02:08:47,7
14023,02:08:44,10
14024,00:26:27,14
14025,03:50:28,8
14026,03:50:29,9
14027,10:20:33,6
14028,08:33:08,22
14029,03:50:20,6
14030,03:50:21,12
14031,03:50:22,10
14032,03:50:23,8
14033,03:50:24,2
14034,03:50:25,2
14035,03:50:26,6
14036,03:50:27,7
14037,12:19:50,11
14038,12:19:51,13
14039,12:19:52,9
14040,18:09:43,7
14041,18:06:16,9
14042,12:19:55,13
14043,18:09:46,6
14044,18:09:47,8
14045,18:09:48,26
14046,12:19:59,6
14047,18:06:18,10
14048,18:06:19,4
14049,10:20:38,3
14050,21:07:48,7
14051,10:20:39,5
14052,21:07:49,13
14053,06:10:39,12
14054,16:34:29,13
14055,18:08:21,5
14056,18:08:20,5
14057,18:08:23,4
14058,18:08:22,1
14059,18:08:25,5
14060,18:08:24,8
14061,18:08:27,24
14062,19:03:08,26
14063,19:03:07,5
14064,19:03:06,15
14065,19:03:05,5
14066,19:03:04,6
14067,19:03:03,6
14068,19:03:02,12
14069,19:03:01,10
14070,19:03:00,6
14071,16:18:35,6
14072,17:22:59,1
14073,15:07:13,3
14074,16:18:34,11
14075,17:22:53,3
14076,17:22:52,9
14077,17:22:51,4
14078,17:22:50,6
14079,17:22:57,7
14080,17:22:56,8
14081,17:22:55,9
14082,17:22:54,5
14083,15:38:20,1
14084,16:18:36,13
14085,01:55:06,2
14086,16:34:20,2
14087,16:18:30,1
14088,01:37:25,6
14089,14:27:06,11
14090,16:18:33,3
14091,12:03:34,6
14092,21:02:50,1
14093,14:02:18,4
14094,16:34:23,2
14095,01:37:27,5
14096,01:55:05,5
14097,23:50:34,3
14098,10:58:43,10
14099,01:37:21,1
14100,15:59:06,4
14101,12:03:30,4
14102,07:34:19,8
14103,07:34:18,25
14104,06:25:00,5
14105,12:03:33,9
14106,07:34:13,24
14107,07:34:12,17
14108,07:34:11,23
14109,12:03:32,2
14110,07:34:17,25
14111,07:34:16,15
14112,07:34:15,26
14113,07:34:14,11
14114,20:35:28,8
14115,03:41:12,7
14116,20:37:48,1
14117,13:36:54,6
14118,03:15:53,10
14119,04:52:02,2
14120,23:21:26,12
14121,23:21:27,11
14122,23:21:24,4
14123,16:46:48,9
14124,23:21:22,7
14125,23:21:23,7
14126,23:21:20,6
14127,23:21:21,8
14128,00:57:28,10
14129,21:15:04,8
14130,14:22:55,11
14131,23:21:28,8
14132,03:41:16,9
14133,14:02:24,2
14134,05:48:46,3
14135,14:46:38,9
14136,02:24:10,2
14137,06:10:36,6
14138,10:17:09,11
14139,10:44:54,3
14140,17:42:15,5
14141,14:22:56,12
14142,05:48:42,5
14143,20:35:22,8
14144,18:00:59,5
14145,21:58:46,2
14146,21:58:47,6
14147,21:58:44,6
14148,21:58:45,3
14149,21:58:42,16
14150,21:58:43,9
14151,21:58:40,7
14152,21:58:41,2
